title,ingredients,directions,link,source,NER,site,caloriesPer100g,proteinsPer100g,carbsPer100g,fatPer100g
Eggplant Spaghetti Sauce,"[""1/2 c. oil (I use olive oil, extra light)"", ""1 large eggplant, unpeeled and chopped"", ""2 medium onions chopped"", ""1/2 head cauliflower, chopped"", ""1 green pepper, chopped"", ""1/2 c. fresh parsley (flat Italian), chopped"", ""1/4 lb. mushrooms, sliced"", ""8 cloves garlic, minced or mashed"", ""2 very large cans Italian tomatoes"", ""1 bay leaf"", ""1 tsp. dried basil"", ""1 tsp. oregano"", ""1 tsp. thyme"", ""1/2 tsp. marjoram"", ""1/2 tsp. rosemary"", ""1/2 tsp. salt, optional"", ""1 c. dry red or white wine""]","[""Heat oil in large pot."", ""Add all the vegetables and the garlic. Saute over medium heat for 15 minutes stirring frequently."", ""Add tomatoes and tomato sauce and all the seasonings."", ""Bring to a boil and then reduce heat."", ""Cover and simmer for 3 to 4 hours."", ""During the last hour of cooking, add the wine.""]",www.cookbooks.com/Recipe-Details.aspx?id=321541,Gathered,"[""oil"", ""oregano"", ""red"", ""fresh parsley"", ""marjoram"", ""mushrooms"", ""italian tomatoes"", ""rosemary"", ""basil"", ""thyme"", ""onions"", ""eggplant"", ""cauliflower"", ""garlic"", ""bay leaf"", ""green pepper"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Watergate Cake,"[""1 box white cake mix"", ""1 c. + 1 Tbsp. vegetable oil"", ""1 pkg. pistachio instant pudding mix"", ""1 c. ginger ale"", ""3 eggs"", ""1/2 c. chopped pecans"", ""1 (8-oz.) pkg. cool whip"", ""3/4 c. milk"", ""1 pkg. of pistachio instant pudding mix""]","[""Combine box cake mix, oil, instant pudding, ginger ale, eggs, and pecans."", ""Pour into a 13 x 9-inch pan that has been greased and floured."", ""Bake at 350\u00b0 for 30 minutes. Cool and add topping when ready to serve. For topping the cake, mix cool whip, milk and pistachio instant pudding mix. Pour over cake and let set.""]",www.cookbooks.com/Recipe-Details.aspx?id=15086,Gathered,"[""white cake mix"", ""eggs"", ""cool whip"", ""pecans"", ""pistachio instant pudding"", ""ginger ale"", ""milk"", ""+""]",www.cookbooks.com,312,10.4,36.7,8.9
Plum Muffins,"[""2 c. self-rising flour"", ""1 c. crushed walnuts"", ""3 eggs"", ""2 small jars baby food plums"", ""2 c. sugar"", ""2 tsp. allspice"", ""1 c. oil""]","[""Mix all ingredients together."", ""Drop into greased muffin tins. Bake at 325\u00b0 for 15 to 20 minutes or until done.""]",www.cookbooks.com/Recipe-Details.aspx?id=237766,Gathered,"[""oil"", ""sugar"", ""eggs"", ""flour"", ""walnuts"", ""allspice""]",www.cookbooks.com,312,10.4,36.7,8.9
Cranberry Punch,"[""1 qt. cranberry juice"", ""1 qt. ginger ale"", ""1 small cherry Jell-O"", ""1 c. boiling water"", ""6 oz. frozen lemonade"", ""3 c. cold water""]","[""Mix and put in punch bowl."", ""Top with sherbert.""]",www.cookbooks.com/Recipe-Details.aspx?id=321508,Gathered,"[""cranberry juice"", ""cold water"", ""frozen lemonade"", ""ginger ale"", ""o"", ""boiling water""]",www.cookbooks.com,312,10.4,36.7,8.9
Sweet Potato Pie,"[""4 sweet potatoes, boiled and drained"", ""2 sticks butter"", ""2 c. sugar"", ""4 to 6 eggs"", ""nutmeg (season to taste)"", ""2 c. Milnot""]","[""With mixer, cream potatoes, butter and sugar until smooth and creamy."", ""Watch out for strings in potatoes."", ""Add eggs, one at a time."", ""Mix after each egg."", ""Add seasoning, then milk."", ""Pour into unbaked pie shell."", ""Bake at 350\u00b0 for 45 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=31693,Gathered,"[""sugar"", ""nutmeg"", ""eggs"", ""sweet potatoes"", ""butter""]",www.cookbooks.com,312,10.4,36.7,8.9
Butternut Pound Cake,"[""2 c. sugar"", ""1 c. Crisco oil"", ""4 eggs"", ""2 1/2 c. self-rising flour"", ""1/2 c. sweet milk"", ""1 tsp. vanilla flavor"", ""1 Tbsp. butternut flavor""]","[""Cream sugar and Crisco well."", ""Add eggs, one at a time."", ""Beat well."", ""Add flour and milk alternately on medium."", ""Last, add flavors."", ""Beat 2 minutes."", ""Heat oven to 325\u00b0."", ""Pour batter into greased and floured cake pan."", ""Bake for 1 hour.""]",www.cookbooks.com/Recipe-Details.aspx?id=615990,Gathered,"[""sweet milk"", ""sugar"", ""eggs"", ""flour"", ""butternut flavor"", ""vanilla flavor"", ""crisco oil""]",www.cookbooks.com,312,10.4,36.7,8.9
Morning Glory Muffins,"[""2 c. all-purpose flour"", ""1 1/2 c. sugar"", ""2 tsp. baking soda"", ""1 tsp. ground cinnamon"", ""1/2 tsp. salt"", ""2 c. grated carrots"", ""1/2 c. raisins"", ""1/2 c. coconut"", ""1/2 c. chopped pecans"", ""1 (8 oz.) can crushed pineapple, drained"", ""1 c. vegetable oil"", ""3 large eggs, lightly beaten"", ""2 tsp. vanilla""]","[""Combine first 5 ingredients in a large mixing bowl; stir in carrots and next 4 ingredients."", ""Make a well in center of mixture. Combine vegetable oil and remaining ingredients."", ""Add to flour mixture, stirring until moistened."", ""Place paper baking cups in muffin pans."", ""Spoon batter into paper cups, filling 2/3 full. Bake at 350\u00b0 for 25 minutes or until golden brown."", ""Remove from pans immediately."", ""Makes 22 muffins.""]",www.cookbooks.com/Recipe-Details.aspx?id=903945,Gathered,"[""sugar"", ""vanilla"", ""baking soda"", ""eggs"", ""pecans"", ""raisins"", ""flour"", ""carrots"", ""coconut"", ""ground cinnamon"", ""vegetable oil"", ""pineapple"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Chicken Breasts With Wild Rice,"[""1 3/4 c. quick cooking long grain and wild rice or plain rice"", ""1 (10 3/4 oz.) can condensed cream of mushroom or chicken soup (undiluted)"", ""1 (10 3/4 oz.) can French onion soup (undiluted)"", ""2 1/2 oz. jar sliced mushrooms (undrained)"", ""1/2 c. water"", ""4 chicken breasts"", ""2 Tbsp. melted butter or margarine"", ""1/4 c. cornflake crumbs or cracker crumbs""]","[""Combine first 5 ingredients together."", ""Pour into greased 9 x 13-inch microwave dish."", ""Lay chicken breasts on top of rice mixture, with heavy side of breasts at corners of the dish."", ""Brush with melted butter or margarine and sprinkle evenly with cornflake crumbs.""]",www.cookbooks.com/Recipe-Details.aspx?id=187145,Gathered,"[""condensed cream"", ""chicken breasts"", ""onion soup"", ""cornflake crumbs"", ""mushrooms"", ""water"", ""wild rice"", ""butter""]",www.cookbooks.com,312,10.4,36.7,8.9
Creole Green Beans,"[""1 green pepper, chopped"", ""1 onion, chopped"", ""2 Tbsp. bacon drippings"", ""1 Tbsp. flour"", ""1 tsp. salt"", ""1 tsp. sugar"", ""dash of paprika"", ""1 (16 oz.) can tomatoes"", ""1 (16 oz.) can green peas""]","[""Saute green pepper and onion in hot bacon drippings until tender. Add flour, salt, sugar and paprika."", ""Stir until blended. Add tomatoes and simmer for about 15 minutes."", ""Stir in green peas; heat through and serve.""]",www.cookbooks.com/Recipe-Details.aspx?id=1004825,Gathered,"[""sugar"", ""tomatoes"", ""onion"", ""green pepper"", ""flour"", ""green peas"", ""paprika"", ""bacon drippings"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Banana Bread,"[""2 eggs"", ""3 bananas, cut in small pieces"", ""1 stick butter, cut in small pieces"", ""1 c. sugar"", ""1 3/4 c. flour"", ""3/4 tsp. soda"", ""1 1/4 tsp. cream of tartar"", ""1 c. chopped nuts (optional)""]","[""Mix eggs, bananas, butter and sugar in blender or food processor."", ""Mix remaining ingredients."", ""Add the two mixtures together."", ""Pour in greased pan and bake at 350\u00b0 for 45 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=472490,Gathered,"[""sugar"", ""eggs"", ""soda"", ""bananas"", ""flour"", ""nuts"", ""cream of tartar"", ""butter""]",www.cookbooks.com,312,10.4,36.7,8.9
Corned Beef Hash Swirls,"[""Bisquick"", ""can corned beef hash"", ""mustard"", ""salt and pepper to taste""]","[""Make dough according to Bisquick directions on box."", ""Roll out until about 1 inch thick."", ""(Shape, as you roll out into an oblong shape.)"", ""Thinly spread with a knife, mustard on top of dough. Then, salt and pepper lightly or to taste."", ""Spread corned beef hash on top of the mustard, salt and pepper."", ""Then, lengthwise, roll up securely and pan freeze."", ""When frozen, take out and with a sharp knife, cut roll into 3/4 to 1 inch slices."", ""Bake in moderate oven at approximately 350\u00b0 for 15 or 20 minutes or freeze, individually and reheat frozen for a longer period of time."", ""Whether you serve right away or serve after being frozen, pour on top either a cream cheese sauce or a sauce made of 1 can of cream of celery soup, adding a little water."", ""A good lunch!!""]",www.cookbooks.com/Recipe-Details.aspx?id=542734,Gathered,"[""bisquick"", ""beef hash"", ""mustard"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Patio Potatoes,"[""1 (2 lb.) bag hash browns, thawed"", ""1/2 c. melted margarine"", ""1/2 tsp. salt"", ""1/2 tsp. pepper"", ""1/2 c. chopped onion"", ""1 can cream of mushroom soup"", ""1 pt. sour cream"", ""10 oz. or 2 c. grated sharp Cheddar cheese""]","[""Mix all together and put in greased 9 x 13-inch casserole dish."", ""Top with 2 cups corn flakes (crushed) and mixed with 1/2 cup melted margarine."", ""Bake at 350\u00b0 for 45 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=570410,Gathered,"[""sour cream"", ""pepper"", ""cream of mushroom soup"", ""onion"", ""margarine"", ""hash browns"", ""grated sharp"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Sky High Biscuits,"[""3 c. flour"", ""4 1/2 tsp. baking powder"", ""2 Tbsp. sugar"", ""1/2 tsp. salt"", ""3/4 c. cream of tartar"", ""3/4 c. butter"", ""1 egg, beaten"", ""1 c. milk""]","[""Combine dry ingredients."", ""Cut in butter as you would for pie crust."", ""Add milk and egg quickly and stir briefly."", ""Knead for a few minutes."", ""Roll to 1-inch thickness."", ""Cut into biscuits."", ""Bake at 450\u00b0 for 12 to 15 minutes on greased cookie sheets.""]",www.cookbooks.com/Recipe-Details.aspx?id=805008,Gathered,"[""egg"", ""baking powder"", ""sugar"", ""flour"", ""milk"", ""butter"", ""cream of tartar"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Lasagne,"[""1 lb. lean hamburger"", ""1 jar Ragu spaghetti sauce (plain)"", ""1 small container Ricotta cheese"", ""1 pkg. lasagne noodles (approximately 8 noodles)"", ""1 large bag preshredded Mozzarella cheese""]","[""In a large skillet brown the hamburger."", ""Drain the fat."", ""Stir in the jar of spaghetti sauce."", ""Heat until warm."", ""In a 3 to 4-quart saucepan fill to about an inch below the rim with water. Bring to a boil and add noodles."", ""Cook until soft."", ""In a large baking pan (8 x 10-inch or bigger) cover the bottom with 4 noodles."", ""Smother with Mozzarella (and Ricotta if you have it) and start your next layer of noodles."", ""Bake in oven at 350\u00b0 until cheese is melted.""]",www.cookbooks.com/Recipe-Details.aspx?id=1085549,Gathered,"[""ricotta cheese"", ""mozzarella cheese"", ""lasagne noodles"", ""lean hamburger""]",www.cookbooks.com,312,10.4,36.7,8.9
German Potato Salad,"[""4 lb. new potatoes (red skin)"", ""2 good size onions, finely chopped"", ""3 stalks celery, finely chopped"", ""1/2 c. cider vinegar"", ""1/2 c. hot bacon drippings"", ""8 strips bacon, fried and crumbled"", ""salt and pepper to taste"", ""parsley""]","[""Boil the potatoes until done."", ""Peel and slice while still warm."", ""Stir while pouring on the vinegar and hot grease."", ""Garnish with the bacon and chopped parsley, if available."", ""Sprinkle with sugar if too tart due to the vinegar.""]",www.cookbooks.com/Recipe-Details.aspx?id=567794,Gathered,"[""hot bacon"", ""bacon"", ""stalks celery"", ""onions"", ""parsley"", ""new potatoes"", ""cider vinegar"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Coconut Pie,"[""4 eggs"", ""2 c. milk"", ""1 tsp. vanilla"", ""1/4 c. melted butter"", ""1 3/4 c. sugar"", ""1/2 c. self-rising flour"", ""1 1/2 c. coconut""]","[""Mix flour, sugar and coconut in a bowl."", ""Beat eggs and add milk, butter and flavoring. Then add dry ingredients."", ""Pour into well greased pie plate and bake at 350\u00b0 for 45 minutes to 1 hour or until golden brown."", ""This pie makes its own crust.""]",www.cookbooks.com/Recipe-Details.aspx?id=460977,Gathered,"[""sugar"", ""vanilla"", ""eggs"", ""flour"", ""coconut"", ""milk"", ""butter""]",www.cookbooks.com,312,10.4,36.7,8.9
Bullets,"[""ground beef"", ""flour"", ""salt and pepper to taste""]","[""Mix together ground beef with salt and pepper and enough flour to hold meat together."", ""Roll into meat balls. Roll meat balls in more flour to coat. Drop meat balls into boiling water and cook. It will make its own gravy."", ""Serve over rice or mashed potatoes. May add more seasoning to taste as these are very bland.""]",www.cookbooks.com/Recipe-Details.aspx?id=177983,Gathered,"[""flour"", ""ground beef"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Mom'S Pancakes,"[""1 c. sifted all-purpose flour"", ""2 tsp. baking powder"", ""1/2 tsp. salt"", ""2 Tbsp. sugar"", ""1 egg"", ""1 c. milk"", ""3 Tbsp. butter or margarine, melted""]","[""Sift flour with baking powder, salt and sugar into a medium bowl."", ""With rotary beater, beat egg."", ""Add milk and butter; beat until well mixed."", ""Pour this into dry ingredients; beat only until combined."", ""Batter will be lumpy.""]",www.cookbooks.com/Recipe-Details.aspx?id=440419,Gathered,"[""egg"", ""baking powder"", ""sugar"", ""flour"", ""milk"", ""butter"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Pecan Kisses,"[""1 egg white"", ""2/3 c. light brown sugar"", ""1 tsp. vanilla"", ""4 c. whole pecans""]","[""Beat egg white until stiff."", ""Add sugar and vanilla; mix well. Dip 2 or 3 pecans at a time."", ""Place on ungreased baking sheet. Bake at 250\u00b0 for 30 minutes."", ""Leave in oven for 30 more minutes with the oven turned off.""]",www.cookbooks.com/Recipe-Details.aspx?id=299730,Gathered,"[""light brown sugar"", ""pecans"", ""egg"", ""vanilla""]",www.cookbooks.com,312,10.4,36.7,8.9
Pizza Casserole,"[""1 lb. ground beef"", ""14 oz. Pizza Quick sauce"", ""2 c. shredded Mozzarella cheese"", ""1 jar sliced mushrooms"", ""3/4 c. biscuit mix"", ""1 1/2 c. milk"", ""2 eggs""]","[""Brown beef; stir to crumble."", ""Drain."", ""Put beef into 8-inch baking dish."", ""Top with sauce, Mozzarella cheese and sliced mushrooms."", ""Combine the biscuit mix, milk and eggs; beat until smooth, then evenly pour over casserole."", ""Bake at 400\u00b0 for 30 to 35 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=944934,Gathered,"[""biscuit mix"", ""mozzarella cheese"", ""eggs"", ""mushrooms"", ""sauce"", ""milk"", ""ground beef""]",www.cookbooks.com,312,10.4,36.7,8.9
Chocolate Lover'S No-Bake Brownies,"[""1 (12 oz.) pkg. (2 c.) semi-sweet chocolate chips"", ""1 (14 oz.) can sweetened condensed milk"", ""1 (8 1/2 oz.) pkg. chocolate wafers, finely crushed"", ""1 c. chopped nuts, divided""]","[""Melt chocolate chips over hot (not boiling) water; stir until smooth."", ""Add sweetened condensed milk, chocolate wafer crumbs and one-half cup of nuts; stir until well blended."", ""Press into foil-lined 8-inch square pan."", ""Press remaining 1/2 cup of nuts into top of brownies."", ""Let stand at room temperature until firm. Cut into 2-inch squares.""]",www.cookbooks.com/Recipe-Details.aspx?id=566539,Gathered,"[""condensed milk"", ""nuts"", ""semi-sweet chocolate chips"", ""chocolate wafers""]",www.cookbooks.com,312,10.4,36.7,8.9
Broccoli Casserole,"[""1 pkg. frozen chopped broccoli"", ""1/2 c. mushroom soup"", ""1/2 c. mayonnaise"", ""1 beaten egg"", ""1 small onion, chopped"", ""salt and pepper""]","[""Cook broccoli according to directions on package."", ""Drain. Arrange in dish."", ""Combine other ingredients and cover broccoli. Sprinkle with grated cheese or crushed Ritz crackers."", ""Bake at 350\u00b0 for 40 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=508407,Gathered,"[""egg"", ""onion"", ""mushroom soup"", ""mayonnaise"", ""broccoli"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Fruit Bars,"[""1 1/4 c. all-purpose flour"", ""1 1/2 tsp. baking powder"", ""1/2 tsp. almond extract"", ""1 c. chopped nuts"", ""1/2 c. chopped maraschino cherries, drained"", ""1 c. sugar"", ""1 tsp. salt"", ""3 eggs"", ""1 c. cut up dates or whole raisins"", ""1 (6 oz.) pkg. semi-sweet chocolate chips""]","[""Heat oven to 350\u00b0."", ""Mix flour, sugar, baking powder, salt, almond extract and eggs."", ""Stir in remaining ingredients."", ""Spread dough in greased pan (13 x 9 x 2-inch)."", ""Bake until light brown, 30 to 35 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=469162,Gathered,"[""baking powder"", ""sugar"", ""eggs"", ""maraschino cherries"", ""flour"", ""nuts"", ""dates"", ""semi-sweet chocolate chips"", ""almond extract"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Chinese Hamburger,"[""1 lb. hamburger"", ""2 Tbsp. oil"", ""1 onion, chopped"", ""1 celery rib, chopped"", ""1 c. cooked rice"", ""1 can cream of mushroom soup"", ""1 can cream of chicken soup"", ""1 1/2 c. warm water"", ""1/4 c. soy sauce"", ""1/4 tsp. pepper"", ""1 can chow mein noodles""]","[""Brown hamburger. Add onion and celery until transparent; drain. Add soups, water, rice, soy sauce and pepper. Transfer to a casserole dish. Bake at 350\u00b0 for 20 minutes. Top with chow mein noodles and cook for 10 minutes more.""]",www.cookbooks.com/Recipe-Details.aspx?id=130210,Gathered,"[""oil"", ""cream of chicken soup"", ""pepper"", ""soy sauce"", ""noodles"", ""cream of mushroom soup"", ""onion"", ""water"", ""celery"", ""rice"", ""hamburger""]",www.cookbooks.com,312,10.4,36.7,8.9
Almond Roco,"[""1 lb. butter (not margarine)"", ""2 c. granulated sugar"", ""1/2 c. water"", ""1/2 c. chopped almonds"", ""3 chocolate candy bars"", ""1/4 c. chopped almonds or as desired (for topping)""]","[""Cook until hard ball stage in cold water."", ""Add 1/2 cup chopped almonds and cook until it reaches cracked candy stage, 300\u00b0, on candy thermometer."", ""Melt the 3 chocolate candy bars and pour on top and sprinkle chopped almonds.""]",www.cookbooks.com/Recipe-Details.aspx?id=588117,Gathered,"[""sugar"", ""chocolate"", ""water"", ""almonds"", ""butter""]",www.cookbooks.com,312,10.4,36.7,8.9
Hungarian-Stuffed Peppers,"[""4 large peppers"", ""1 large can V-8"", ""1 onion, chopped"", ""1/2 tsp. garlic powder"", ""1 lb. ground beef"", ""1/2 c. rice"", ""1 egg"", ""salt to taste""]","[""Prepare peppers (remove white sections)."", ""Mix ground beef, rice, egg and seasoning."", ""Fill peppers; place in deep cooking vessel."", ""Cover with V-8."", ""Cook for 1 hour at 350\u00b0.""]",www.cookbooks.com/Recipe-Details.aspx?id=1051266,Gathered,"[""egg"", ""peppers"", ""onion"", ""garlic powder"", ""rice"", ""ground beef"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Lemon Pudding Pound Cake,"[""5 eggs"", ""1 box yellow cake mix"", ""3/4 c. water"", ""1 small pkg. instant lemon pudding"", ""1/2 c. oil""]","[""Beat eggs."", ""Add cake mix, pudding, water and oil."", ""Beat at medium speed for 10 minutes."", ""Pour into an ungreased 10-inch tube pan with removable bottom."", ""Bake at 350\u00b0 about 50 minutes."", ""Cool slightly and remove from pan.""]",www.cookbooks.com/Recipe-Details.aspx?id=1068808,Gathered,"[""oil"", ""eggs"", ""yellow cake mix"", ""water""]",www.cookbooks.com,312,10.4,36.7,8.9
Peanut Butter Cup Cookies,"[""1/2 c. butter or margarine"", ""1/2 c. peanut butter"", ""1/2 c. brown sugar"", ""1/2 c. white sugar"", ""1 egg"", ""1/2 tsp. vanilla"", ""1 1/4 c. sifted flour"", ""3/4 tsp. baking soda"", ""1/2 tsp. salt"", ""1 (10 oz.) bag miniature Reese's peanut butter cups""]","[""Cream butter, peanut butter, brown sugar and white sugar."", ""Beat in egg and vanilla."", ""Sift flour, baking soda and salt."", ""Add flour mixture to creamed mixture."", ""Shape into 1-inch balls."", ""Spray miniature muffin pans with nonstick spray and place balls of dough in pans."", ""Do not spread dough in cups."", ""Bake at 350\u00b0 for 8 to 10 minutes or lightly browned."", ""Remove from heat and immediately press peanut butter cup into each cookie until only top shows."", ""Let cool in tins for 10 to 15 minutes."", ""These freeze well."", ""Makes about 4 dozen.""]",www.cookbooks.com/Recipe-Details.aspx?id=199255,Gathered,"[""egg"", ""vanilla"", ""brown sugar"", ""baking soda"", ""peanut butter"", ""flour"", ""white sugar"", ""butter"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Egg Cheese Souffle,"[""4 eggs"", ""2 c. milk"", ""1/2 tsp. mustard"", ""1/2 tsp. salt"", ""1/8 tsp. onion powder"", ""dash of pepper"", ""2 c. croutons (cheese)"", ""1 c. grated Velveeta""]","[""In greased baking dish, place croutons and Velveeta."", ""Mix eggs, milk, mustard, salt, onion powder and pepper."", ""Pour on top of cheese."", ""Place crumbled bacon on top."", ""Bake at 325\u00b0 for 50 minutes.""]",www.cookbooks.com/Recipe-Details.aspx?id=847545,Gathered,"[""pepper"", ""croutons"", ""eggs"", ""onion powder"", ""milk"", ""mustard"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Apple Bread,"[""1/2 c. margarine or butter"", ""1 egg"", ""1 tsp. cinnamon"", ""1/2 tsp. ground cloves"", ""1/4 tsp. salt"", ""1/2 c. chopped pecans"", ""1 c. brown sugar"", ""1 3/4 c. flour"", ""1 tsp. baking soda"", ""1/2 tsp. ground nutmeg"", ""1 c. raisins"", ""1 1/4 c. applesauce""]","[""Cream butter and sugar until fluffy."", ""Beat in egg."", ""Stir together flour, salt, baking soda, cinnamon, nutmeg, cloves, raisins and pecans."", ""Add to sugar mixture alternately with applesauce."", ""Pour into greased 9 x 5 x 3-inch loaf pan."", ""Bake in 325\u00b0 oven for 1 hour or until knife inserted in center comes out clean.""]",www.cookbooks.com/Recipe-Details.aspx?id=861595,Gathered,"[""egg"", ""brown sugar"", ""cinnamon"", ""ground cloves"", ""pecans"", ""baking soda"", ""ground nutmeg"", ""raisins"", ""flour"", ""applesauce"", ""margarine"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Homemade Noodles,"[""3 c. flour"", ""3 eggs"", ""1/2 c. water""]","[""Stir together."", ""Roll out as thin as you can on floured surface (use lots of flour)."", ""Roll up and slice whatever width you want. Gently toss to unroll."", ""Drop in your favorite boiling broth. Gently boil about 8 minutes."", ""These can be frozen by spreading noodles out on floured cookie sheet."", ""Put in freezer until firm. Then store in freezer bags.""]",www.cookbooks.com/Recipe-Details.aspx?id=1079264,Gathered,"[""flour"", ""eggs"", ""water""]",www.cookbooks.com,312,10.4,36.7,8.9
Chocolate Fudge,"[""1/2 c. margarine"", ""1 tall can evaporated milk"", ""4 c. sugar"", ""32 marshmallows"", ""4 sq. baking chocolate"", ""9 oz. bar milk chocolate"", ""12 oz. pkg. semi-sweet chocolate"", ""1 Tbsp. vanilla"", ""2 c. chopped nuts""]","[""Combine margarine, milk and sugar in Dutch oven."", ""Place over medium"", ""heat"", ""until"", ""sugar\tis dissolved."", ""Heat slowly to boiling. Cover and boil 5 minutes.\tTurn off heat if electric stove."", ""If gas"", ""stove,"", ""turn"", ""warmer"", ""as low as possible."", ""Add marshmallows. Stir"", ""until"", ""dissolved."", ""Add each of chocolate, one at a"", ""time. Stir"", ""until"", ""melted."", ""Add"", ""vanilla\tand nuts. Pour into 15 x 10 x 1-inch pan."", ""Cut when firm."", ""Makes about 5 pounds.""]",www.cookbooks.com/Recipe-Details.aspx?id=497913,Gathered,"[""semi-sweet chocolate"", ""baking chocolate"", ""sugar"", ""vanilla"", ""marshmallows"", ""milk chocolate"", ""nuts"", ""margarine"", ""milk""]",www.cookbooks.com,312,10.4,36.7,8.9
Fruit Cake,"[""3 eggs"", ""1 1/2 c. flour"", ""1/4 tsp. salt"", ""1 c. sugar"", ""1/2 tsp. baking powder"", ""1 (6 oz.) pkg. chocolate chips"", ""2 c. chopped nuts"", ""1 c. candied cherries, halved""]","[""Beat eggs; stir in sugar."", ""Sift flour, baking powder and salt. Combine with chocolate chips, nuts and cherries."", ""Fold in egg-sugar mixture."", ""Pour into well-greased and floured loaf pans. Place pan of water on bottom rack of oven and loaf pans on top rack."", ""Bake at 325\u00b0 for 1 to 1 1/2 hours.""]",www.cookbooks.com/Recipe-Details.aspx?id=267592,Gathered,"[""sugar"", ""baking powder"", ""eggs"", ""flour"", ""nuts"", ""candied cherries"", ""chocolate chips"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Cranberry Scones,"[""1/2 c. (1 stick) softened butter or margarine"", ""2 Tbsp. confectioners sugar"", ""1 tsp. grated orange peel""]","[""Combine softened butter or margarine, confectioners sugar and orange peel in a small bowl; blend well.""]",www.cookbooks.com/Recipe-Details.aspx?id=539683,Gathered,"[""butter"", ""confectioners sugar""]",www.cookbooks.com,312,10.4,36.7,8.9
Brownie Pie,"[""1/2 c. all-purpose flour"", ""1/4 c. cocoa"", ""1 c. sugar"", ""2 eggs"", ""1/2 c. margarine at room temperature"", ""1/8 tsp. salt"", ""1 tsp. vanilla"", ""1/2 c. chopped nuts"", ""ice cream or whipped cream""]","[""Place flour, cocoa and sugar in a large mixing bowl."", ""Stir to mix well."", ""Add eggs, margarine, salt and vanilla."", ""Beat with a whisk for about 4 minutes."", ""Stir in nuts."", ""Pour into a greased 8-inch pie pan and bake in preheated 325\u00b0 oven until done, about 30 to 40 minutes."", ""Pie will puff up and then settle down."", ""Serve slightly warm with ice cream or whipped cream."", ""Makes 8 servings.""]",www.cookbooks.com/Recipe-Details.aspx?id=834475,Gathered,"[""sugar"", ""vanilla"", ""eggs"", ""all-purpose"", ""nuts"", ""cocoa"", ""margarine"", ""cream"", ""salt""]",www.cookbooks.com,312,10.4,36.7,8.9
Cream Puff Dessert,"[""1 c. water"", ""1 stick margarine"", ""1 c. flour"", ""4 eggs"", ""3 pkg. vanilla instant pudding"", ""4 c. milk"", ""1 (8 oz.) pkg. cream cheese"", ""12 oz. Cool Whip"", ""chocolate syrup""]","[""Boil water and margarine."", ""Then add flour."", ""Let cook; then add eggs one at a time."", ""Spread in a 9 x 13-inch pan, sprayed with Pam."", ""Bake at 350\u00b0 for 35 minutes until brown."", ""Cool."", ""Mix instant pudding, milk and softened cream cheese."", ""Spread on crust and top with Cool Whip."", ""Drizzle with chocolate syrup."", ""Chill 6 hours prior to serving.""]",www.cookbooks.com/Recipe-Details.aspx?id=1059434,Gathered,"[""chocolate syrup"", ""eggs"", ""vanilla instant pudding"", ""water"", ""cream cheese"", ""flour"", ""margarine"", ""milk""]",www.cookbooks.com,312,10.4,36.7,8.9
Chantilly Low-Fat,"[""1 c. nonfat plain yogurt"", ""1/2 c. heavy cream"", ""1 c. mandarin juice""]","[""Line strainer with a double layer of cheesecloth."", ""Place yogurt in the center and let drain for 1 hour."", ""Place mandarin juice in a small pan and bring to a boil."", ""Reduce heat and simmer for about 20 minutes until a very thick syrup remains."", ""There should be about 2 tablespoons of syrup."", ""Reserve."", ""Whip the cream in a bowl with an electric mixture until it holds soft peaks."", ""Place the drained yogurt in a bowl and stir in the mandarin syrup."", ""Gently fold in the whipping cream with a rubber spatula."", ""Makes 1 cup.""]",www.cookbooks.com/Recipe-Details.aspx?id=420731,Gathered,"[""heavy cream"", ""nonfat plain yogurt"", ""mandarin juice""]",www.cookbooks.com,312,10.4,36.7,8.9
